% Created by Marsyas
@relation SACSongs.arff
@attribute Mean_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Mean_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Mean_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Mean_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Mean_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Mean_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Std_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Std_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Std_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Std_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Std_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Std_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Std_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Std_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Std_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Std_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Std_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Std_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Mean_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Mean_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Mean_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Mean_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Mean_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Std_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Std_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Std_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Std_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Std_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Std_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Std_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Std_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Std_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Std_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Std_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Std_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute output {Aegoliusharrisiisong,Amaziliaversicolorsong,AmazonaPretreisong,Anthuslutescenssong,Attilarufussong,Automolusleucophthalmussong,Basileuterusleucoblepharussong,Bataracinereasong,Brotogeristiricasong,Campephilusrobustussong,Camptostomaobsoletumsong,Campylorhamphusfalculariussong,Certhiaxiscinnamomeussong,Chiroxiphiacaudatasong,Chlorophanesspizasong,Cichlocolaptesleucophrussong,Clibanornisdendrocolaptoidessong,Cnemotriccusfuscatussong,Colaptescampestrissong,Coloniacolonussong,Cranioleucaobsoletasong,Crypturellusnoctivagussong,Culicivoracaudacutasong,Cyanocoraxcaeruleussong,Drymophilamalurasong,Dysithamnusmentalissong,Emberizoidesypiranganussong,Gnorimopsarchopisong,Hemitriccuskaempferisong,Hemitriccusorbitatussong,Hypoedaleusguttatussong,Lathrotriccuseulerisong,Leucochlorisalbicollissong,Leucopternispolionotussong,Mackenziaenaleachiisong,Malacoptilastriatasong,Mimussaturninussong,Muscipipravetulasong,Myiobiusbarbatussong,Myiodynastesmaculatussong,Myiophobusfasciatussong,Myrmecizasquamosasong,Orthogonyschloricterussong,Philydoratricapillussong,Phleocryptesmelanopssong,Phyllomyiasgriseocapillasong,Phylloscarteskroneisong,Picumnustemminckiisong,Pipriteschlorissong,Pipritespileatasong,Polioptiladumicolasong,Poospizanigrorufasong,Procniasnudicollissong,Pseudoleistesguirahurosong,Pyriglenaleucopterasong,Ramphastosdicolorussong,Ramphocelusbresiliussong,Ramphodonnaeviussong,Saltatorsimilissong,Schiffornisvirescenssong,Scytalopusiraiensissong,Sittasomusgriseicapillussong,Streptoprocnebiscutatasong,Stymphalornisacutirostrissong,Synallaxisspixisong,Tangaradesmarestisong,Thamnophilusruficapillussong,Theristicuscaudatussong,Thraupispalmarumsong,Thryothoruslongirostrissong,Trichothraupismelanopssong,Trogonsurrucurasong,Vanelluschilensissong,Xenopsminutussong,Xiphorhynchusfuscussong}


@data
0.327485,0.591196,0.045044,-42.730828,-1.915468,-0.720697,-0.057084,-0.470313,0.901454,-0.292455,0.208026,0.349560,0.123112,0.284174,0.301563,0.263640,0.011458,0.024350,0.023044,2.679117,0.481671,0.371262,0.403456,0.390887,0.425121,0.363971,0.357762,0.339201,0.342039,0.334053,0.303901,0.256927,0.160518,0.381119,0.041463,39.525438,1.926582,0.762768,0.770159,0.909661,1.048195,0.296357,0.308197,0.422590,0.237231,0.366948,0.336853,0.258974,0.025364,0.058809,0.032959,7.804814,0.513053,0.361015,0.415764,0.384166,0.436405,0.367092,0.349734,0.333560,0.341023,0.338585,0.289894,0.245088,Lathrotriccuseulerisong
0.073528,0.126775,0.078656,-79.427169,3.860305,1.173908,2.069125,0.698895,1.143862,-0.098029,0.141503,0.228409,-0.186541,0.154019,0.156349,0.388405,0.030332,0.052687,0.028183,2.641938,0.999872,0.701236,0.640151,0.700288,0.744405,0.710465,0.626650,0.604089,0.582983,0.572684,0.520248,0.492477,0.061899,0.115514,0.006780,9.033787,1.418933,0.417901,0.613000,0.820153,0.735807,0.495343,0.211425,0.320078,0.425330,0.360943,0.196807,0.155424,0.034870,0.063078,0.025518,6.534783,0.489549,0.175787,0.122342,0.252477,0.346228,0.258487,0.198846,0.181134,0.174018,0.157519,0.118688,0.092813,Lathrotriccuseulerisong
0.346170,0.652855,0.041981,-39.101344,-3.400930,-1.461928,0.335334,0.204782,0.315137,0.207909,0.306097,0.436989,0.231217,0.332143,0.305155,0.326035,0.013374,0.027961,0.020230,2.647267,0.613594,0.491002,0.366256,0.319679,0.336957,0.314974,0.308155,0.312595,0.316928,0.256487,0.250881,0.238531,0.154870,0.350260,0.041511,39.113545,3.571114,1.607937,0.552955,0.338414,0.486305,0.267362,0.366595,0.521343,0.380917,0.359317,0.320883,0.346134,0.025636,0.057066,0.031474,7.689143,0.906619,0.591669,0.400064,0.336201,0.374626,0.336045,0.334703,0.335598,0.346342,0.262031,0.251447,0.239125,Lathrotriccuseulerisong
0.259236,0.513535,0.039709,-33.276574,2.283237,0.522524,0.684266,0.503878,0.433033,0.493287,0.233905,0.356919,0.251591,0.217496,0.253484,0.202219,0.023726,0.052527,0.021684,2.784955,0.429810,0.243770,0.314029,0.308575,0.253871,0.246075,0.262044,0.267667,0.229634,0.216208,0.217706,0.220372,0.222971,0.450874,0.036381,31.327727,2.166020,0.505047,0.683035,0.502433,0.416433,0.482744,0.258204,0.348467,0.240633,0.221364,0.257002,0.196555,0.039692,0.080144,0.037137,8.198890,0.543123,0.224411,0.305915,0.313986,0.242290,0.235424,0.254307,0.265598,0.222753,0.208341,0.209095,0.212793,Lathrotriccuseulerisong
0.236255,0.437091,0.051842,-53.203301,0.511589,-2.618691,0.194986,-0.405101,0.245092,0.290299,0.328421,0.370568,0.259546,0.373371,0.246770,0.402594,0.014008,0.026199,0.025104,3.544802,0.541654,0.506964,0.432936,0.439030,0.414851,0.413006,0.464778,0.442522,0.384397,0.361202,0.342436,0.315051,0.192043,0.409098,0.037571,39.594753,0.900731,1.965582,0.470765,0.515885,0.279893,0.454220,0.567760,0.537958,0.256201,0.322619,0.297729,0.358380,0.031887,0.066714,0.034841,9.692887,0.489871,0.494266,0.340929,0.345136,0.323904,0.339867,0.412826,0.398152,0.310644,0.265632,0.251247,0.231463,Lathrotriccuseulerisong
0.225872,0.333992,0.084556,-68.667136,0.775395,3.402163,-0.553263,1.165349,0.165266,0.674958,0.871473,-0.242833,1.038325,-0.117709,0.711899,-0.174875,0.033066,0.124151,0.032615,2.800306,0.840680,0.725632,0.796794,0.837982,0.730059,0.671018,0.634498,0.646790,0.650184,0.597755,0.528594,0.481097,0.037036,0.090146,0.009050,6.976402,0.821285,0.524306,0.735943,0.748800,0.417436,0.172752,0.292072,0.287509,0.387679,0.316504,0.281614,0.190154,0.020607,0.060513,0.024713,7.142945,0.361736,0.206334,0.314661,0.415564,0.335980,0.202357,0.135107,0.185592,0.165623,0.116034,0.080967,0.073111,Lathrotriccuseulerisong
0.116319,0.185658,0.080024,-78.118980,1.039239,0.059188,1.526189,0.731591,0.575642,0.029046,1.768204,-0.649152,1.046228,0.523353,0.472673,0.364403,0.019911,0.027536,0.031457,2.569742,0.841932,0.673475,0.720970,0.804162,0.825285,0.750607,0.713791,0.690719,0.675201,0.604723,0.613498,0.559601,0.020770,0.024112,0.007177,9.118557,1.053283,0.428321,0.642998,0.888601,0.795283,0.439157,0.296767,0.414945,0.462914,0.349741,0.221174,0.137248,0.013548,0.029519,0.036826,6.526760,0.322573,0.159025,0.176373,0.291125,0.363023,0.279566,0.243820,0.246602,0.203618,0.165857,0.168382,0.121263,Lathrotriccuseulerisong
0.281518,0.313962,0.078476,-80.280906,1.186804,0.193656,0.579979,0.646995,-0.204367,1.157003,0.088876,0.680412,-0.018754,0.956062,0.131508,0.520383,0.025559,0.019729,0.027604,3.116847,0.810912,0.692768,0.782839,0.699170,0.637431,0.641265,0.642945,0.598657,0.611672,0.571806,0.542999,0.480557,0.045849,0.043815,0.007909,8.893472,1.207559,0.433600,0.618221,0.794205,0.718508,0.468592,0.412871,0.476188,0.380226,0.398697,0.260757,0.231015,0.025837,0.037867,0.017885,8.843407,0.277566,0.129184,0.152245,0.161621,0.179443,0.139675,0.151419,0.124807,0.178687,0.171347,0.093799,0.068823,Lathrotriccuseulerisong
0.117571,0.255921,0.085067,-74.165827,2.081624,0.065954,0.620251,0.343535,0.158186,0.301286,0.426531,0.536178,0.338791,0.688201,0.578944,0.537259,0.026783,0.063578,0.039097,2.871704,0.908455,0.795347,0.725863,0.706661,0.682094,0.681923,0.641906,0.649817,0.617412,0.561778,0.519399,0.477204,0.024302,0.042714,0.010471,1.529105,0.711473,0.415566,0.571918,0.554896,0.349065,0.354708,0.360130,0.323454,0.324553,0.227350,0.254959,0.122474,0.013531,0.016654,0.033238,2.460722,0.235885,0.145828,0.222132,0.214753,0.202790,0.192245,0.201710,0.239295,0.216150,0.142576,0.085700,0.084528,Lathrotriccuseulerisong
0.072386,0.105757,0.087151,-70.590055,3.059342,-3.125483,-0.551133,0.387376,0.585329,0.994619,-0.490416,0.997902,0.394517,0.014493,0.833882,0.339249,0.020184,0.037631,0.039073,3.384643,1.266320,0.673601,0.711674,0.662264,0.567321,0.584545,0.569021,0.557450,0.589273,0.498292,0.475828,0.491037,0.017943,0.030117,0.008668,7.638197,1.302925,0.613442,0.502125,0.341589,0.270156,0.279218,0.280128,0.298699,0.197366,0.153427,0.169232,0.151382,0.011817,0.049554,0.015611,6.520102,0.552716,0.227348,0.144613,0.134585,0.086037,0.107397,0.127489,0.078667,0.102367,0.082070,0.073658,0.097082,Cyanocoraxcaeruleussong
0.039508,0.255543,0.080915,-75.549927,2.504202,0.079945,1.193227,0.338303,0.480912,0.460306,0.703868,0.260804,0.652266,0.535459,0.576857,0.349629,0.027694,0.287425,0.029590,2.401382,0.718982,0.519992,0.563660,0.553229,0.589923,0.547237,0.535969,0.546653,0.508418,0.521582,0.467053,0.472380,0.018167,0.119538,0.008404,8.331040,0.618948,0.156457,0.187636,0.127412,0.178817,0.155607,0.136157,0.160022,0.107688,0.124888,0.122006,0.107856,0.010515,0.104329,0.017485,6.544326,0.244862,0.061723,0.071635,0.067067,0.075088,0.069115,0.063860,0.092250,0.069329,0.081553,0.062325,0.055020,Cyanocoraxcaeruleussong
0.246636,0.459836,0.059674,-44.392158,0.368178,-1.160658,1.226306,-0.076307,0.674595,0.572414,0.193727,-0.406880,0.650788,0.450223,0.243197,0.211722,0.017182,0.035290,0.038846,4.151808,1.156666,0.591295,0.460299,0.486340,0.502266,0.574081,0.634323,0.721176,0.675455,0.484821,0.433796,0.301532,0.187595,0.400648,0.044061,32.673953,0.584581,0.936824,0.921186,0.185079,0.521887,0.450498,0.199696,0.397359,0.515009,0.349710,0.200468,0.165163,0.032771,0.078113,0.035308,6.984092,0.852158,0.445940,0.341448,0.365857,0.376814,0.433121,0.481399,0.556588,0.519123,0.358166,0.325443,0.222573,Cyanocoraxcaeruleussong
0.068157,0.175473,0.074165,-79.302240,3.240532,1.151317,1.198079,0.567623,0.788683,0.605848,0.291353,0.453193,0.698989,0.365542,0.372973,0.529346,0.023060,0.070217,0.027138,2.706783,0.856757,0.585801,0.596071,0.570105,0.552844,0.583887,0.586820,0.556968,0.585946,0.504976,0.492679,0.461118,0.015901,0.025479,0.007177,8.890489,0.799134,0.290497,0.267084,0.180095,0.243261,0.241774,0.243820,0.241367,0.285042,0.175584,0.139122,0.157806,0.008630,0.039845,0.017212,6.677460,0.407050,0.108233,0.085849,0.085947,0.101221,0.120989,0.119074,0.110147,0.142086,0.084671,0.073158,0.092011,Cyanocoraxcaeruleussong
0.057044,0.473657,0.084574,-75.682470,0.102228,-0.236835,0.751275,0.781748,0.381630,1.203262,0.862032,0.562155,0.457832,0.705171,0.631782,0.644820,0.043834,0.357561,0.037091,3.104626,1.210573,0.812705,0.627750,0.622404,0.641509,0.632743,0.744170,0.760495,0.685163,0.666280,0.573180,0.532242,0.026483,0.144291,0.006792,3.554704,1.369352,0.690278,0.283301,0.149271,0.268581,0.181118,0.518996,0.381231,0.157805,0.218649,0.238190,0.159526,0.015351,0.071024,0.010353,2.978480,0.579836,0.198234,0.089252,0.099436,0.159816,0.136468,0.252857,0.299193,0.221626,0.208147,0.140432,0.090181,Cyanocoraxcaeruleussong
0.110409,0.149464,0.086163,-77.127456,-2.468763,-4.710184,0.023472,0.195200,0.345553,1.959374,0.115766,-0.868867,0.814889,1.690499,0.282040,0.476458,0.018666,0.064226,0.044168,6.273740,1.122972,1.078298,0.727582,0.800815,0.910947,0.996575,1.037445,0.945559,1.041158,0.751073,0.568468,0.490352,0.014095,0.031827,0.011217,8.355982,0.512298,0.695104,0.177231,0.292532,0.284359,0.483194,0.423601,0.379712,0.479025,0.337646,0.255387,0.118876,0.014289,0.036586,0.017337,6.790001,0.229546,0.251867,0.111144,0.156202,0.171320,0.194714,0.221738,0.217969,0.238607,0.143393,0.098756,0.065256,Cyanocoraxcaeruleussong
0.166008,0.377006,0.077486,-79.060704,1.482666,-0.619845,1.287809,0.563588,0.455702,0.984610,0.726476,-0.003736,0.021124,0.451020,0.591390,0.506727,0.038188,0.058196,0.033589,3.598983,1.155638,0.681132,0.639434,0.613953,0.617259,0.608310,0.670210,0.659501,0.632191,0.570720,0.539453,0.487241,0.072041,0.152080,0.009084,9.051446,1.152229,0.458156,0.346318,0.338141,0.301447,0.206777,0.434647,0.272206,0.279287,0.338238,0.292708,0.214291,0.015853,0.048703,0.015505,6.565423,0.619899,0.128447,0.083031,0.096773,0.133901,0.092622,0.158340,0.153925,0.161188,0.109614,0.089828,0.080730,Cyanocoraxcaeruleussong
0.016938,0.802703,0.084386,-78.779796,-0.349457,1.230274,1.400305,1.337475,0.632814,0.704173,1.257593,1.061126,1.549566,-0.194970,0.974494,0.849475,0.024238,0.292185,0.036935,4.129046,1.245870,0.997272,0.622080,0.622888,0.648268,0.594547,0.835530,0.764877,0.763321,0.579827,0.630765,0.513291,0.012704,0.170324,0.009289,8.904130,0.850750,0.886424,0.444349,0.325377,0.390606,0.225366,0.388185,0.423245,0.327287,0.255936,0.282501,0.284460,0.012678,0.117269,0.015013,6.563568,0.387244,0.326337,0.149119,0.104589,0.129908,0.086032,0.211795,0.186486,0.224695,0.152423,0.146079,0.091763,Cyanocoraxcaeruleussong
0.379642,0.744599,0.029802,-22.033899,-0.059143,-0.782811,0.276848,0.177107,-0.027402,0.532058,-0.273527,-0.111441,0.481351,0.226260,0.001960,0.099373,0.012017,0.034142,0.021644,2.789899,0.609952,0.300327,0.228453,0.236105,0.259954,0.245584,0.337785,0.261639,0.311629,0.208437,0.199109,0.175159,0.177468,0.378007,0.043385,32.447699,0.325311,1.197288,0.447871,0.297302,0.127079,0.806229,0.587825,0.353217,0.746259,0.377590,0.120276,0.219568,0.032924,0.086016,0.037581,6.516479,0.902995,0.458992,0.330574,0.348075,0.382644,0.363336,0.511510,0.400581,0.458504,0.316480,0.289117,0.259643,Cyanocoraxcaeruleussong
0.123111,0.222414,0.086126,-65.799183,-0.456273,0.196870,1.229239,0.225248,0.434547,0.979770,0.254447,-0.523314,1.050162,0.534284,0.350727,0.428881,0.037405,0.067179,0.037930,3.996344,1.371170,0.813522,0.645504,0.640686,0.667245,0.807170,0.925726,0.839854,0.897394,0.736837,0.638805,0.538985,0.024120,0.031593,0.009175,7.207756,0.915536,0.268425,0.226608,0.137748,0.156365,0.239256,0.228851,0.281202,0.194098,0.177981,0.135727,0.116629,0.013028,0.036741,0.016681,6.226503,0.423045,0.133346,0.070051,0.096630,0.101455,0.102313,0.170095,0.155632,0.156034,0.106334,0.083303,0.068248,Cyanocoraxcaeruleussong
0.127191,0.190678,0.094554,-66.964624,-1.640786,-1.757904,1.071628,-0.018213,0.622073,1.090618,0.207130,-0.647820,1.128139,0.448875,0.339789,0.321094,0.015014,0.038628,0.040030,5.916356,1.805191,0.968703,0.723725,0.775717,0.824538,0.982954,0.995838,1.016845,0.985710,0.778523,0.718046,0.617084,0.008148,0.015007,0.011760,3.977894,1.332511,0.547782,0.217604,0.293527,0.171871,0.381506,0.455940,0.452902,0.470522,0.263087,0.235831,0.163264,0.005326,0.010765,0.007798,1.424876,0.505413,0.146237,0.122008,0.158263,0.139916,0.178486,0.236874,0.270227,0.195371,0.165501,0.116910,0.100493,Cyanocoraxcaeruleussong
0.385351,0.799784,0.024543,-22.229522,0.497399,0.233947,0.545150,0.298176,-0.011389,0.572005,-0.067890,0.299329,0.170861,0.207576,0.153260,0.175145,0.022620,0.064546,0.017636,3.135313,0.281859,0.236964,0.233102,0.212866,0.194498,0.209131,0.186066,0.212335,0.176976,0.176772,0.157751,0.148556,0.178138,0.314582,0.037502,35.007871,0.848171,0.460638,1.038558,0.594574,0.257996,1.047941,0.374975,0.527095,0.369865,0.393212,0.322267,0.284811,0.039131,0.117306,0.036647,9.622814,0.446335,0.373662,0.370369,0.329639,0.304788,0.328542,0.307153,0.335222,0.285998,0.270913,0.251226,0.227108,Sittasomusgriseicapillussong
0.093706,0.220765,0.070200,-72.904578,2.918638,0.634100,0.508372,0.299428,1.034140,0.884868,0.814477,0.619252,0.340799,0.367378,0.527957,0.527576,0.029996,0.084889,0.029865,3.662055,0.626363,0.536860,0.545623,0.540684,0.515319,0.522248,0.514381,0.495555,0.493541,0.445495,0.435722,0.416321,0.113210,0.217156,0.019476,21.986743,0.922910,0.347015,0.234145,0.208380,0.354447,0.339838,0.273742,0.267232,0.170893,0.154169,0.187236,0.192720,0.033716,0.067617,0.031755,9.438601,0.294011,0.173441,0.158765,0.169157,0.154574,0.157881,0.152381,0.162031,0.153427,0.126031,0.122251,0.120380,Sittasomusgriseicapillussong
0.277654,0.550007,0.075381,-90.935421,0.295662,0.688823,0.764471,0.770887,0.718234,0.660630,0.618967,0.635037,0.641524,0.626024,0.636755,0.604451,0.043479,0.033667,0.027998,2.215459,0.546964,0.522804,0.550142,0.553058,0.515195,0.517266,0.523939,0.485101,0.482818,0.481756,0.470453,0.431400,0.026460,0.051334,0.006542,10.400751,0.078670,0.118288,0.118306,0.123127,0.111009,0.105170,0.099046,0.098680,0.092731,0.108714,0.095045,0.100304,0.013572,0.032343,0.025660,7.235984,0.065131,0.051898,0.054714,0.064939,0.065057,0.058815,0.060252,0.050107,0.063340,0.069447,0.053564,0.049686,Sittasomusgriseicapillussong
0.097917,0.264233,0.074483,-85.793887,3.376472,-0.041080,-0.071547,-0.168045,0.715991,0.474226,0.784141,0.572011,0.469500,0.352500,0.479621,0.266097,0.035767,0.119641,0.025503,2.739595,0.858363,0.555803,0.635204,0.572783,0.589072,0.558168,0.530567,0.551677,0.538385,0.506086,0.470780,0.454045,0.019506,0.063577,0.006977,9.618812,0.586503,0.202985,0.314691,0.197101,0.187926,0.180608,0.159732,0.176189,0.118750,0.115176,0.158387,0.141130,0.007786,0.030195,0.015029,7.252141,0.288475,0.092312,0.077967,0.074736,0.076270,0.092790,0.068175,0.075115,0.079717,0.063758,0.054756,0.056157,Sittasomusgriseicapillussong
0.272666,0.517400,0.046936,-44.856732,0.355448,-1.526144,0.601656,0.141179,0.327881,0.593383,-0.175122,0.140766,0.440861,0.067263,0.564099,0.059462,0.013164,0.030212,0.022305,2.078322,0.439492,0.409565,0.408895,0.378015,0.338961,0.350611,0.356093,0.316471,0.310368,0.321330,0.298093,0.292032,0.194845,0.413922,0.039642,38.341149,0.718964,1.385279,0.865130,0.608240,0.363735,0.647364,0.573987,0.307231,0.457772,0.400515,0.600178,0.266817,0.033324,0.068885,0.030553,6.804861,0.419111,0.376339,0.359962,0.325819,0.291791,0.296801,0.312498,0.272520,0.268603,0.275968,0.258158,0.248403,Sittasomusgriseicapillussong
0.341166,0.611794,0.049682,-43.635659,-3.541468,-1.186840,0.259687,-0.232529,0.427935,0.478949,-0.031362,0.591720,0.261312,0.283483,0.458166,0.254931,0.024903,0.059212,0.030228,4.167990,0.577089,0.466743,0.561287,0.410405,0.398942,0.440292,0.399191,0.354001,0.360889,0.322951,0.299862,0.266572,0.141995,0.342553,0.042157,37.631952,3.125809,1.049963,0.464447,0.440122,0.503262,0.480670,0.237554,0.614490,0.321633,0.320659,0.424043,0.283548,0.026983,0.069632,0.040085,10.726637,0.666685,0.408022,0.516466,0.353131,0.349337,0.398908,0.348853,0.315201,0.312019,0.276738,0.255086,0.227005,Sittasomusgriseicapillussong
