% Created by Marsyas
@relation SACSongs.arff
@attribute Mean_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Mean_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Mean_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Mean_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Mean_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Mean_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Std_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Std_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Std_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Std_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Std_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Std_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Std_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Std_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Std_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Std_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Std_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Mean_Acc1000_Std_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Mean_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Mean_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Mean_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Mean_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Mean_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Std_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Std_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Std_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Std_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Std_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Std_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Std_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Std_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Std_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Std_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Std_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute Std_Acc1000_Std_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 real
@attribute output {Aegoliusharrisiisong,Amaziliaversicolorsong,AmazonaPretreisong,Anthuslutescenssong,Attilarufussong,Automolusleucophthalmussong,Basileuterusleucoblepharussong,Bataracinereasong,Brotogeristiricasong,Campephilusrobustussong,Camptostomaobsoletumsong,Campylorhamphusfalculariussong,Certhiaxiscinnamomeussong,Chiroxiphiacaudatasong,Chlorophanesspizasong,Cichlocolaptesleucophrussong,Clibanornisdendrocolaptoidessong,Cnemotriccusfuscatussong,Colaptescampestrissong,Coloniacolonussong,Cranioleucaobsoletasong,Crypturellusnoctivagussong,Culicivoracaudacutasong,Cyanocoraxcaeruleussong,Drymophilamalurasong,Dysithamnusmentalissong,Emberizoidesypiranganussong,Gnorimopsarchopisong,Hemitriccuskaempferisong,Hemitriccusorbitatussong,Hypoedaleusguttatussong,Lathrotriccuseulerisong,Leucochlorisalbicollissong,Leucopternispolionotussong,Mackenziaenaleachiisong,Malacoptilastriatasong,Mimussaturninussong,Muscipipravetulasong,Myiobiusbarbatussong,Myiodynastesmaculatussong,Myiophobusfasciatussong,Myrmecizasquamosasong,Orthogonyschloricterussong,Philydoratricapillussong,Phleocryptesmelanopssong,Phyllomyiasgriseocapillasong,Phylloscarteskroneisong,Picumnustemminckiisong,Pipriteschlorissong,Pipritespileatasong,Polioptiladumicolasong,Poospizanigrorufasong,Procniasnudicollissong,Pseudoleistesguirahurosong,Pyriglenaleucopterasong,Ramphastosdicolorussong,Ramphocelusbresiliussong,Ramphodonnaeviussong,Saltatorsimilissong,Schiffornisvirescenssong,Scytalopusiraiensissong,Sittasomusgriseicapillussong,Streptoprocnebiscutatasong,Stymphalornisacutirostrissong,Synallaxisspixisong,Tangaradesmarestisong,Thamnophilusruficapillussong,Theristicuscaudatussong,Thraupispalmarumsong,Thryothoruslongirostrissong,Trichothraupismelanopssong,Trogonsurrucurasong,Vanelluschilensissong,Xenopsminutussong,Xiphorhynchusfuscussong}


@data
0.124437,0.263153,0.078331,-90.249525,-1.115134,1.755631,0.622807,1.526846,0.808904,1.246023,0.419523,0.848714,0.734342,0.175677,1.182197,0.273539,0.055311,0.118004,0.026360,3.726405,0.879601,1.123107,0.738553,0.715289,0.722240,0.739212,0.765833,0.716376,0.669194,0.589419,0.531005,0.479418,0.026767,0.055051,0.008123,10.534181,1.004655,1.500487,1.040489,0.553593,0.653813,0.433586,0.739802,0.480581,0.456393,0.295865,0.266143,0.165452,0.016943,0.080507,0.016358,7.347835,0.247449,0.434809,0.158466,0.157330,0.185352,0.182141,0.204130,0.171675,0.177493,0.113190,0.082926,0.071792,Certhiaxiscinnamomeussong
0.065417,0.104004,0.081415,-78.993319,4.312454,0.318047,0.283425,0.400455,0.879893,0.363761,0.671916,0.153235,0.794605,-0.046568,0.665442,0.184406,0.019640,0.038124,0.030913,3.260525,1.159508,0.717623,0.848835,0.681636,0.685635,0.732414,0.690609,0.756831,0.691919,0.622751,0.600306,0.501152,0.025814,0.036927,0.010807,9.416380,1.939649,0.802072,0.862112,0.748937,0.444191,0.292016,0.322786,0.414545,0.268509,0.225272,0.217741,0.184389,0.012200,0.020739,0.018227,6.538186,0.638797,0.164512,0.261603,0.127771,0.129919,0.223932,0.201955,0.242018,0.243839,0.142330,0.160614,0.079642,Certhiaxiscinnamomeussong
0.198987,0.255447,0.087928,-78.612952,-4.761816,-3.486915,-3.323889,0.475411,0.288309,1.883539,1.018092,2.515966,0.619623,0.088178,1.042154,-0.186167,0.031090,0.050679,0.041466,4.333421,1.120332,0.990017,1.107478,0.785867,0.843561,0.798391,0.738346,0.719622,0.685121,0.623392,0.631353,0.572865,0.025064,0.032549,0.010054,9.607719,0.984124,0.748596,1.119694,0.573483,0.641120,0.438879,0.408264,0.443519,0.292541,0.243476,0.252121,0.198645,0.026631,0.053349,0.036567,9.045891,0.233444,0.189476,0.322158,0.153343,0.181198,0.215120,0.160704,0.150328,0.158488,0.126250,0.096431,0.090489,Certhiaxiscinnamomeussong
0.148763,0.193606,0.084647,-77.727291,-2.999293,1.562417,2.870275,-0.299082,1.897799,-0.174744,1.295789,0.547261,0.420055,0.804925,0.544717,0.674555,0.025760,0.026495,0.036494,4.107871,1.481511,1.264019,0.831833,0.849639,0.784656,0.670344,0.696662,0.707378,0.679896,0.597776,0.534383,0.508336,0.028676,0.024718,0.011350,9.572477,2.301805,1.218732,0.826467,0.784939,0.513611,0.355920,0.426062,0.362355,0.264511,0.287375,0.222333,0.228978,0.016081,0.026222,0.016298,6.260933,0.563323,0.523849,0.166942,0.245935,0.179686,0.118321,0.126563,0.137567,0.136096,0.094122,0.094041,0.093620,Brotogeristiricasong
0.055683,0.131338,0.075062,-78.212165,2.751536,-0.329951,0.481799,0.803071,1.243600,1.043905,1.029249,0.748237,0.528095,0.495911,0.464462,0.495338,0.029000,0.104079,0.026602,2.860499,0.951251,0.650070,0.585212,0.603860,0.607635,0.565663,0.559659,0.555610,0.515425,0.512419,0.473303,0.460397,0.028075,0.037009,0.007830,8.927287,1.072831,0.372985,0.191035,0.340687,0.313776,0.254170,0.196764,0.158614,0.152259,0.130943,0.123009,0.131712,0.015362,0.066984,0.014350,6.452747,0.605958,0.144747,0.093936,0.117044,0.175153,0.090033,0.069763,0.120703,0.077679,0.069540,0.062704,0.074953,Brotogeristiricasong
0.122208,0.239006,0.081313,-88.498238,-0.322511,2.318921,1.915290,0.301486,1.659562,0.323360,1.407771,0.622525,0.539564,0.935342,0.504222,0.835568,0.047441,0.149145,0.024085,2.980188,1.716522,0.841670,0.671983,0.766788,0.782948,0.640082,0.704772,0.675852,0.656679,0.626581,0.537076,0.503719,0.045416,0.043785,0.005256,3.309217,2.063832,0.425508,0.515767,0.487153,0.303540,0.250469,0.256026,0.191695,0.177887,0.147041,0.131522,0.121465,0.020103,0.131181,0.004035,1.594585,0.594871,0.156197,0.091896,0.129682,0.142998,0.084413,0.091504,0.080949,0.117556,0.083839,0.083832,0.073039,Brotogeristiricasong
0.080019,0.363814,0.078001,-85.839279,-1.171324,1.601024,2.062866,1.083747,0.663941,0.513570,1.301769,0.562130,0.832298,0.538864,0.830152,0.739210,0.052021,0.276671,0.030959,1.701414,0.778390,0.590293,0.588651,0.574426,0.524619,0.531297,0.522052,0.503093,0.504033,0.480831,0.481209,0.458442,0.026112,0.091625,0.012833,0.975428,0.790975,0.508326,0.379927,0.335785,0.231160,0.191867,0.226495,0.241341,0.225276,0.232442,0.224083,0.189883,0.009479,0.109382,0.034532,2.846381,0.229435,0.120530,0.092501,0.099938,0.090901,0.056758,0.067937,0.067195,0.081012,0.079494,0.056792,0.076374,Brotogeristiricasong
0.028177,0.804849,0.079278,-77.332785,1.440696,1.805580,1.881215,0.189690,1.221192,-0.038325,0.729110,0.269738,0.334403,0.577334,0.156705,0.765383,0.026666,0.213322,0.028548,3.667979,1.429590,0.794469,0.648105,0.645973,0.618789,0.620894,0.648237,0.638578,0.603848,0.606633,0.519027,0.492202,0.035690,0.236666,0.009031,9.000440,1.887480,0.754585,0.440427,0.289043,0.274514,0.408350,0.240634,0.378240,0.392709,0.366188,0.246413,0.246520,0.029763,0.146822,0.017586,6.593870,0.913890,0.163825,0.112420,0.117125,0.087900,0.106897,0.116763,0.090402,0.103519,0.110221,0.088463,0.069407,Brotogeristiricasong
0.101074,0.273652,0.075198,-85.843548,2.245653,-0.395932,0.497892,1.032488,1.099521,0.306770,0.278441,0.398547,0.695104,0.790456,0.564361,0.554429,0.042364,0.143735,0.026124,2.524415,0.801210,0.617033,0.552984,0.550739,0.566839,0.563561,0.554434,0.532229,0.511683,0.519751,0.493928,0.464783,0.026022,0.052963,0.007075,9.722299,0.946847,0.432433,0.169300,0.250571,0.255804,0.206995,0.173706,0.146221,0.105808,0.161574,0.149666,0.152454,0.008428,0.054054,0.016773,7.057933,0.449875,0.160213,0.083449,0.099976,0.138128,0.119972,0.100985,0.085636,0.101675,0.067889,0.073597,0.060353,Brotogeristiricasong
0.330081,0.632056,0.045597,-33.879549,3.080007,-0.955837,1.247689,-1.081699,0.991564,-0.851733,0.813119,-0.347928,0.627477,-0.178212,0.438569,0.077316,0.050037,0.068979,0.029600,3.146996,0.911159,0.457629,0.445648,0.365848,0.381436,0.328808,0.302478,0.295973,0.291522,0.286766,0.261740,0.227646,0.168701,0.358761,0.043608,33.347742,3.105036,0.969988,1.271985,1.107392,1.006737,0.875854,0.810604,0.375499,0.632190,0.197323,0.436596,0.120067,0.059964,0.078783,0.049844,8.087445,1.049394,0.479809,0.503807,0.370828,0.383197,0.347951,0.306756,0.301382,0.290002,0.294511,0.256416,0.223752,Brotogeristiricasong
0.305483,0.720130,0.041497,-39.381682,0.978641,0.012602,0.249168,0.480687,0.395365,0.120005,0.096386,0.262465,0.373426,0.386480,0.251886,0.264786,0.045861,0.134513,0.021660,3.134593,0.453254,0.310471,0.309219,0.336830,0.316367,0.287215,0.306895,0.295898,0.291559,0.295097,0.260102,0.242339,0.177098,0.264061,0.037211,36.279975,1.030465,0.209719,0.263771,0.492714,0.426310,0.208948,0.200374,0.260992,0.351625,0.372460,0.245481,0.259246,0.043932,0.122794,0.034215,9.028675,0.478761,0.286526,0.283631,0.306238,0.290536,0.264534,0.285021,0.269259,0.260704,0.267001,0.235632,0.218612,Brotogeristiricasong
0.164755,0.858298,0.060735,-50.907084,1.583853,1.096375,0.758562,0.736516,0.423077,0.380921,0.835311,0.053433,0.556636,0.464330,0.309962,0.436482,0.022268,0.233457,0.032307,3.516969,0.633895,0.475930,0.430279,0.396952,0.419166,0.373780,0.417095,0.445346,0.405302,0.388645,0.348423,0.347766,0.221060,0.153240,0.040319,34.372818,1.178956,0.806455,0.562818,0.523491,0.335469,0.355288,0.666168,0.380392,0.465578,0.350325,0.247247,0.334014,0.037557,0.160396,0.033271,8.877726,0.484713,0.335191,0.297829,0.264907,0.276047,0.251546,0.275780,0.310357,0.283531,0.257193,0.231867,0.226661,Hemitriccuskaempferisong
0.265611,0.530582,0.046991,-42.345853,1.409578,0.416542,0.211363,0.230040,0.306644,0.031166,0.374654,-0.071778,0.148934,0.250592,0.188996,0.265283,0.022089,0.037793,0.025647,3.327947,0.589805,0.446861,0.365143,0.355495,0.356154,0.337766,0.385251,0.357925,0.357291,0.349151,0.311779,0.283923,0.193543,0.383403,0.038229,35.402304,1.471192,0.646774,0.216187,0.255373,0.309645,0.330787,0.491010,0.405649,0.153227,0.243883,0.195865,0.236704,0.034187,0.063757,0.034249,8.379735,0.577769,0.405252,0.296391,0.300151,0.296673,0.287521,0.333801,0.323427,0.318308,0.309723,0.269543,0.236020,Hemitriccuskaempferisong
0.046262,0.099417,0.080127,-75.547984,5.073229,-0.229554,0.858191,0.586816,1.257165,0.728063,0.600462,0.233581,0.491989,0.305281,0.611845,0.391109,0.022421,0.051650,0.031795,2.612539,0.951904,0.656791,0.583875,0.541704,0.540001,0.516868,0.518931,0.524156,0.464602,0.464881,0.442468,0.453023,0.054190,0.108276,0.007732,8.451872,0.955391,0.271058,0.282302,0.164013,0.200839,0.150967,0.141401,0.125890,0.145102,0.118837,0.118248,0.104794,0.036656,0.075057,0.024987,6.367715,0.590027,0.152302,0.103314,0.092357,0.117417,0.072026,0.082681,0.065006,0.089547,0.065216,0.057290,0.049583,Leucochlorisalbicollissong
0.296078,0.571085,0.053814,-45.384302,0.893904,0.327631,-0.490001,0.320395,0.029584,0.284659,0.273563,0.216464,0.200111,0.393874,0.202407,0.361773,0.026271,0.045450,0.025001,3.108602,0.687770,0.487186,0.436955,0.420688,0.449890,0.431014,0.449335,0.426427,0.390542,0.403205,0.346678,0.329650,0.156816,0.330387,0.040921,34.665085,1.031644,0.349053,0.455519,0.272403,0.206784,0.273258,0.299615,0.331749,0.204332,0.367491,0.197639,0.300129,0.030173,0.057860,0.030495,7.862158,0.603509,0.415269,0.350476,0.336381,0.381075,0.356307,0.375950,0.349726,0.307250,0.319344,0.269129,0.252214,Leucochlorisalbicollissong
0.109186,0.271206,0.088264,-73.243914,0.680787,1.872680,0.967153,1.150690,1.389640,-0.468292,1.121904,-0.533591,2.209934,-0.278032,0.937113,0.343339,0.056427,0.148443,0.044364,2.369558,0.719187,0.736516,0.713610,0.678282,0.750642,0.688104,0.701719,0.660727,0.664023,0.613347,0.593046,0.566620,0.050526,0.093687,0.009184,8.045097,0.645820,0.530045,0.319290,0.386016,0.695327,0.382404,0.558186,0.454139,0.551112,0.478379,0.217731,0.227358,0.023242,0.085854,0.023828,6.484222,0.144675,0.157994,0.120733,0.104110,0.243549,0.131613,0.133376,0.103363,0.168275,0.161118,0.088631,0.076157,Leucochlorisalbicollissong
0.353523,0.601895,0.053668,-49.639835,-3.593597,0.135519,0.024902,0.541785,-0.223881,0.715850,-0.141631,0.701502,0.119922,0.297879,0.523761,0.161664,0.017279,0.037290,0.027957,3.164748,0.689186,0.582624,0.363917,0.386479,0.384356,0.459946,0.432098,0.444754,0.366632,0.331723,0.326395,0.285727,0.119527,0.322955,0.042856,39.528132,3.175703,0.839531,0.342703,0.562950,0.448701,0.808765,0.495283,0.771914,0.408819,0.300868,0.476949,0.148255,0.026108,0.057960,0.032445,8.154205,0.639788,0.510960,0.291361,0.316323,0.323288,0.383392,0.355946,0.367850,0.302414,0.269926,0.261118,0.229304,Leucochlorisalbicollissong
0.300433,0.338226,0.088403,-90.362285,-6.186581,2.719659,-1.332982,1.069936,0.204132,0.620441,0.552963,1.111544,0.177450,0.821309,0.562003,0.648056,0.017620,0.024708,0.047193,3.864293,1.095373,0.750593,0.580516,0.561529,0.553699,0.568850,0.584221,0.598744,0.558970,0.539864,0.470007,0.456124,0.026300,0.077873,0.011546,9.425866,0.868451,0.722332,0.326533,0.278432,0.329990,0.254284,0.244255,0.437114,0.327528,0.252950,0.185125,0.152971,0.015431,0.051887,0.026586,8.842889,0.436131,0.156817,0.078375,0.077341,0.070799,0.098803,0.089638,0.089825,0.083978,0.083631,0.060125,0.069389,Leucochlorisalbicollissong
0.248110,0.342783,0.085401,-85.288337,-8.186445,-0.748583,-0.170039,0.702964,0.082233,0.836801,0.958424,0.496431,0.881183,0.632903,0.759380,0.846873,0.015266,0.068698,0.032794,3.572793,1.317682,1.697497,0.756138,0.776162,0.558116,0.550390,0.553441,0.535924,0.511104,0.473381,0.447572,0.427713,0.006325,0.029067,0.006089,2.002872,0.514660,0.607997,0.248891,0.266378,0.161619,0.125249,0.116785,0.110924,0.100795,0.120560,0.120442,0.081846,0.004900,0.019041,0.005674,1.267348,0.192621,0.208822,0.145246,0.088766,0.074571,0.060881,0.060083,0.053811,0.058996,0.061018,0.045713,0.047997,Leucochlorisalbicollissong
0.183550,0.345017,0.082005,-82.092947,-5.875706,-0.090666,0.585545,0.313559,0.546755,0.636485,0.754504,0.845365,0.864788,1.043235,0.990571,0.932575,0.064613,0.081826,0.029793,1.871571,0.930905,0.732256,0.620586,0.610446,0.614576,0.584184,0.569852,0.555721,0.545169,0.537414,0.480966,0.478453,0.025205,0.028233,0.006503,3.102966,0.668619,0.460406,0.311077,0.273127,0.239666,0.186620,0.175081,0.184734,0.193347,0.133825,0.142260,0.152992,0.010314,0.046914,0.009106,2.360389,0.360193,0.222145,0.099943,0.092672,0.092638,0.075334,0.120106,0.099271,0.087859,0.107586,0.097687,0.052531,Leucochlorisalbicollissong
0.273104,0.337796,0.083766,-87.174885,-7.620513,2.083152,0.401692,-0.033066,0.499052,0.938972,-0.270020,1.477167,0.174044,0.735502,0.858039,0.505483,0.020866,0.040374,0.031469,2.483145,0.990013,0.746664,0.605410,0.620061,0.625479,0.755618,0.732754,0.697047,0.589152,0.548276,0.525975,0.467288,0.018019,0.036939,0.007660,2.861491,0.539790,0.730533,0.331337,0.310972,0.322270,0.609359,0.575162,0.492725,0.341951,0.181147,0.129838,0.128584,0.009476,0.022998,0.009254,2.601450,0.238029,0.128464,0.113267,0.105796,0.088320,0.143350,0.141269,0.113121,0.078582,0.074294,0.077197,0.056694,Leucochlorisalbicollissong
0.150438,0.307796,0.075545,-86.668369,2.284715,1.172714,1.247793,0.622110,0.165844,1.092439,0.225734,1.070532,0.186496,0.601950,0.692386,0.355421,0.051821,0.065778,0.027016,2.849061,0.830032,0.603319,0.600078,0.624016,0.623914,0.641728,0.679056,0.654938,0.611890,0.558863,0.538711,0.532721,0.076970,0.078243,0.007469,9.760716,0.717104,0.321503,0.357977,0.220347,0.212533,0.378035,0.517327,0.353604,0.186807,0.140400,0.146104,0.243882,0.025973,0.024086,0.018010,7.204775,0.226652,0.072019,0.092133,0.096227,0.092787,0.119058,0.128585,0.122436,0.096102,0.103033,0.057099,0.096376,Leucochlorisalbicollissong
0.403280,0.746652,0.029253,-31.454158,-2.309592,0.569971,-0.104187,-0.019552,0.196568,0.080647,0.211245,0.113837,0.240121,0.207418,0.183723,0.228598,0.012315,0.023070,0.022456,4.086814,0.397546,0.271289,0.215295,0.225315,0.212911,0.206787,0.190510,0.179387,0.202177,0.182167,0.178295,0.157442,0.131092,0.338443,0.038511,42.728807,3.210648,0.893115,0.265397,0.241042,0.286593,0.174807,0.303189,0.177676,0.332539,0.283286,0.259170,0.312944,0.030739,0.065647,0.049090,12.181012,0.712182,0.403639,0.289759,0.314392,0.280830,0.278633,0.251505,0.238051,0.270602,0.240160,0.238954,0.209610,Leucochlorisalbicollissong
0.238027,0.323051,0.079242,-88.288467,-3.816806,1.718655,0.902272,1.042941,0.770823,0.098988,1.148630,0.461861,1.027752,0.346937,0.820069,0.508830,0.021449,0.060243,0.030540,4.304439,1.560496,0.947597,0.740474,0.788845,0.813609,0.751019,0.755639,0.777680,0.715542,0.696486,0.585815,0.553964,0.041041,0.108702,0.010580,12.635166,1.551594,0.596234,0.361425,0.312177,0.344290,0.312832,0.418389,0.435018,0.389719,0.422567,0.300119,0.166813,0.018662,0.044599,0.027490,9.141231,0.478959,0.197674,0.155773,0.236675,0.263493,0.192709,0.248350,0.250353,0.159898,0.199608,0.110793,0.105256,Leucochlorisalbicollissong
0.251284,0.471502,0.063711,-53.753441,-0.331367,-0.770849,-0.899138,0.142113,0.377392,0.546562,0.641959,0.474012,0.300804,0.319149,0.387177,0.324889,0.028650,0.033644,0.030412,3.240056,0.796372,0.656605,0.523376,0.522250,0.563931,0.505474,0.486318,0.503272,0.472723,0.439591,0.391699,0.361331,0.144752,0.306472,0.036186,31.162531,0.610510,0.700010,0.628456,0.217250,0.290460,0.366459,0.486121,0.414154,0.263949,0.251376,0.274555,0.234582,0.028032,0.054837,0.030059,7.822253,0.574326,0.451366,0.326021,0.330296,0.356178,0.309610,0.304649,0.318697,0.289390,0.271040,0.227825,0.215541,Leucochlorisalbicollissong
0.197487,0.323598,0.072486,-72.396869,-0.876003,2.187411,1.420316,-0.414632,1.933087,0.544150,0.519507,1.056800,0.559791,0.391947,0.853433,0.310289,0.044292,0.061235,0.031515,2.298058,0.902652,0.757233,0.651989,0.609216,0.681194,0.755112,0.715803,0.649276,0.608310,0.524331,0.527260,0.483040,0.044048,0.083282,0.005902,8.084225,0.448645,0.447191,0.450677,0.448103,0.450479,0.326047,0.298345,0.305053,0.269292,0.203197,0.250041,0.206849,0.022971,0.046872,0.025035,5.965934,0.139841,0.094004,0.095640,0.079369,0.122540,0.146851,0.113865,0.113298,0.073595,0.063930,0.074030,0.067923,Leucochlorisalbicollissong
